word	rank	freq_per_million	POS
word2083	2083	480.08	NN
word2084	2084	479.85	NN
word2085	2085	479.62	NN
word2086	2086	479.39	NN
word2087	2087	479.16	NN
word2088	2088	478.93	NN
word2089	2089	478.7	NN
word2090	2090	478.47	NN
word2091	2091	478.24	NN
word2092	2092	478.01	NN
word2093	2093	477.78	NN
word2094	2094	477.55	NN
word2095	2095	477.33	NN
word2096	2096	477.1	NN
word2097	2097	476.87	NN
word2098	2098	476.64	NN
word2099	2099	476.42	NN
word2100	2100	476.19	NN
word2101	2101	475.96	NN
word2102	2102	475.74	NN
word2103	2103	475.51	NN
word2104	2104	475.29	NN
word2105	2105	475.06	NN
word2106	2106	474.83	NN
word2107	2107	474.61	NN
word2108	2108	474.38	NN
word2109	2109	474.16	NN
word2110	2110	473.93	NN
word2111	2111	473.71	NN
word2112	2112	473.48	NN
word2113	2113	473.26	NN
word2114	2114	473.04	NN
word2115	2115	472.81	NN
word2116	2116	472.59	NN
word2117	2117	472.37	NN
word2118	2118	472.14	NN
word2119	2119	471.92	NN
word2120	2120	471.7	NN
word2121	2121	471.48	NN
word2122	2122	471.25	NN
word2123	2123	471.03	NN
word2124	2124	470.81	NN
word2125	2125	470.59	NN
word2126	2126	470.37	NN
word2127	2127	470.15	NN
word2128	2128	469.92	NN
word2129	2129	469.7	NN
word2130	2130	469.48	NN
word2131	2131	469.26	NN
word2132	2132	469.04	NN
word2133	2133	468.82	NN
word2134	2134	468.6	NN
word2135	2135	468.38	NN
word2136	2136	468.16	NN
word2137	2137	467.95	NN
word2138	2138	467.73	NN
word2139	2139	467.51	NN
word2140	2140	467.29	NN
word2141	2141	467.07	NN
word2142	2142	466.85	NN
word2143	2143	466.64	NN
word2144	2144	466.42	NN
word2145	2145	466.2	NN
word2146	2146	465.98	NN
word2147	2147	465.77	NN
word2148	2148	465.55	NN
word2149	2149	465.33	NN
word2150	2150	465.12	NN
word2151	2151	464.9	NN
word2152	2152	464.68	NN
word2153	2153	464.47	NN
word2154	2154	464.25	NN
word2155	2155	464.04	NN
word2156	2156	463.82	NN
word2157	2157	463.61	NN
word2158	2158	463.39	NN
word2159	2159	463.18	NN
word2160	2160	462.96	NN
word2161	2161	462.75	NN
word2162	2162	462.53	NN
word2163	2163	462.32	NN
word2164	2164	462.11	NN
word2165	2165	461.89	NN
word2166	2166	461.68	NN
word2167	2167	461.47	NN
word2168	2168	461.25	NN
word2169	2169	461.04	NN
word2170	2170	460.83	NN
word2171	2171	460.62	NN
word2172	2172	460.41	NN
word2173	2173	460.19	NN
word2174	2174	459.98	NN
word2175	2175	459.77	NN
word2176	2176	459.56	NN
word2177	2177	459.35	NN
word2178	2178	459.14	NN
word2179	2179	458.93	NN
word2180	2180	458.72	NN
word2181	2181	458.51	NN
word2182	2182	458.3	NN
word2183	2183	458.09	NN
word2184	2184	457.88	NN
word2185	2185	457.67	NN
word2186	2186	457.46	NN
word2187	2187	457.25	NN
word2188	2188	457.04	NN
word2189	2189	456.83	NN
word2190	2190	456.62	NN
word2191	2191	456.41	NN
word2192	2192	456.2	NN
word2193	2193	456.0	NN
word2194	2194	455.79	NN
word2195	2195	455.58	NN
word2196	2196	455.37	NN
word2197	2197	455.17	NN
word2198	2198	454.96	NN
word2199	2199	454.75	NN
word2200	2200	454.55	NN
word2201	2201	454.34	NN
word2202	2202	454.13	NN
word2203	2203	453.93	NN
word2204	2204	453.72	NN
word2205	2205	453.51	NN
word2206	2206	453.31	NN
word2207	2207	453.1	NN
word2208	2208	452.9	NN
word2209	2209	452.69	NN
word2210	2210	452.49	NN
word2211	2211	452.28	NN
word2212	2212	452.08	NN
word2213	2213	451.88	NN
word2214	2214	451.67	NN
word2215	2215	451.47	NN
word2216	2216	451.26	NN
word2217	2217	451.06	NN
word2218	2218	450.86	NN
word2219	2219	450.65	NN
word2220	2220	450.45	NN
word2221	2221	450.25	NN
word2222	2222	450.05	NN
word2223	2223	449.84	NN
word2224	2224	449.64	NN
word2225	2225	449.44	NN
word2226	2226	449.24	NN
word2227	2227	449.03	NN
word2228	2228	448.83	NN
word2229	2229	448.63	NN
word2230	2230	448.43	NN
word2231	2231	448.23	NN
word2232	2232	448.03	NN
word2233	2233	447.83	NN
word2234	2234	447.63	NN
word2235	2235	447.43	NN
word2236	2236	447.23	NN
word2237	2237	447.03	NN
word2238	2238	446.83	NN
word2239	2239	446.63	NN
word2240	2240	446.43	NN
word2241	2241	446.23	NN
word2242	2242	446.03	NN
word2243	2243	445.83	NN
word2244	2244	445.63	NN
word2245	2245	445.43	NN
word2246	2246	445.24	NN
word2247	2247	445.04	NN
word2248	2248	444.84	NN
word2249	2249	444.64	NN
word2250	2250	444.44	NN
word2251	2251	444.25	NN
word2252	2252	444.05	NN
word2253	2253	443.85	NN
word2254	2254	443.66	NN
word2255	2255	443.46	NN
word2256	2256	443.26	NN
word2257	2257	443.07	NN
word2258	2258	442.87	NN
word2259	2259	442.67	NN
word2260	2260	442.48	NN
word2261	2261	442.28	NN
word2262	2262	442.09	NN
word2263	2263	441.89	NN
word2264	2264	441.7	NN
word2265	2265	441.5	NN
word2266	2266	441.31	NN
word2267	2267	441.11	NN
word2268	2268	440.92	NN
word2269	2269	440.72	NN
word2270	2270	440.53	NN
word2271	2271	440.33	NN
word2272	2272	440.14	NN
word2273	2273	439.95	NN
word2274	2274	439.75	NN
word2275	2275	439.56	NN
word2276	2276	439.37	NN
word2277	2277	439.17	NN
word2278	2278	438.98	NN
word2279	2279	438.79	NN
word2280	2280	438.6	NN
word2281	2281	438.4	NN
word2282	2282	438.21	NN
word2283	2283	438.02	NN
word2284	2284	437.83	NN
word2285	2285	437.64	NN
word2286	2286	437.45	NN
word2287	2287	437.25	NN
word2288	2288	437.06	NN
word2289	2289	436.87	NN
word2290	2290	436.68	NN
word2291	2291	436.49	NN
word2292	2292	436.3	NN
word2293	2293	436.11	NN
word2294	2294	435.92	NN
word2295	2295	435.73	NN
word2296	2296	435.54	NN
word2297	2297	435.35	NN
word2298	2298	435.16	NN
word2299	2299	434.97	NN
word2300	2300	434.78	NN
word2301	2301	434.59	NN
word2302	2302	434.4	NN
word2303	2303	434.22	NN
word2304	2304	434.03	NN
word2305	2305	433.84	NN
word2306	2306	433.65	NN
word2307	2307	433.46	NN
word2308	2308	433.28	NN
word2309	2309	433.09	NN
word2310	2310	432.9	NN
word2311	2311	432.71	NN
word2312	2312	432.53	NN
word2313	2313	432.34	NN
word2314	2314	432.15	NN
word2315	2315	431.97	NN
word2316	2316	431.78	NN
word2317	2317	431.59	NN
word2318	2318	431.41	NN
word2319	2319	431.22	NN
word2320	2320	431.03	NN
word2321	2321	430.85	NN
word2322	2322	430.66	NN
word2323	2323	430.48	NN
word2324	2324	430.29	NN
word2325	2325	430.11	NN
word2326	2326	429.92	NN
word2327	2327	429.74	NN
word2328	2328	429.55	NN
word2329	2329	429.37	NN
word2330	2330	429.18	NN
word2331	2331	429.0	NN
word2332	2332	428.82	NN
word2333	2333	428.63	NN
word2334	2334	428.45	NN
word2335	2335	428.27	NN
word2336	2336	428.08	NN
word2337	2337	427.9	NN
word2338	2338	427.72	NN
word2339	2339	427.53	NN
word2340	2340	427.35	NN
word2341	2341	427.17	NN
word2342	2342	426.99	NN
word2343	2343	426.8	NN
word2344	2344	426.62	NN
word2345	2345	426.44	NN
word2346	2346	426.26	NN
word2347	2347	426.08	NN
word2348	2348	425.89	NN
word2349	2349	425.71	NN
word2350	2350	425.53	NN
word2351	2351	425.35	NN
word2352	2352	425.17	NN
word2353	2353	424.99	NN
word2354	2354	424.81	NN
word2355	2355	424.63	NN
word2356	2356	424.45	NN
word2357	2357	424.27	NN
word2358	2358	424.09	NN
word2359	2359	423.91	NN
word2360	2360	423.73	NN
word2361	2361	423.55	NN
word2362	2362	423.37	NN
word2363	2363	423.19	NN
word2364	2364	423.01	NN
word2365	2365	422.83	NN
word2366	2366	422.65	NN
word2367	2367	422.48	NN
word2368	2368	422.3	NN
word2369	2369	422.12	NN
word2370	2370	421.94	NN
word2371	2371	421.76	NN
word2372	2372	421.59	NN
word2373	2373	421.41	NN
word2374	2374	421.23	NN
word2375	2375	421.05	NN
word2376	2376	420.88	NN
word2377	2377	420.7	NN
word2378	2378	420.52	NN
word2379	2379	420.34	NN
word2380	2380	420.17	NN
word2381	2381	419.99	NN
word2382	2382	419.82	NN
word2383	2383	419.64	NN
word2384	2384	419.46	NN
word2385	2385	419.29	NN
word2386	2386	419.11	NN
word2387	2387	418.94	NN
word2388	2388	418.76	NN
word2389	2389	418.59	NN
word2390	2390	418.41	NN
word2391	2391	418.24	NN
word2392	2392	418.06	NN
word2393	2393	417.89	NN
word2394	2394	417.71	NN
word2395	2395	417.54	NN
word2396	2396	417.36	NN
word2397	2397	417.19	NN
word2398	2398	417.01	NN
word2399	2399	416.84	NN
word2400	2400	416.67	NN
word2401	2401	416.49	NN
word2402	2402	416.32	NN
word2403	2403	416.15	NN
word2404	2404	415.97	NN
word2405	2405	415.8	NN
word2406	2406	415.63	NN
word2407	2407	415.45	NN
word2408	2408	415.28	NN
word2409	2409	415.11	NN
word2410	2410	414.94	NN
word2411	2411	414.77	NN
word2412	2412	414.59	NN
word2413	2413	414.42	NN
word2414	2414	414.25	NN
word2415	2415	414.08	NN
word2416	2416	413.91	NN
word2417	2417	413.74	NN
word2418	2418	413.56	NN
word2419	2419	413.39	NN
word2420	2420	413.22	NN
word2421	2421	413.05	NN
word2422	2422	412.88	NN
word2423	2423	412.71	NN
word2424	2424	412.54	NN
word2425	2425	412.37	NN
word2426	2426	412.2	NN
word2427	2427	412.03	NN
word2428	2428	411.86	NN
word2429	2429	411.69	NN
word2430	2430	411.52	NN
word2431	2431	411.35	NN
word2432	2432	411.18	NN
word2433	2433	411.02	NN
word2434	2434	410.85	NN
word2435	2435	410.68	NN
word2436	2436	410.51	NN
word2437	2437	410.34	NN
word2438	2438	410.17	NN
word2439	2439	410.0	NN
word2440	2440	409.84	NN
word2441	2441	409.67	NN
word2442	2442	409.5	NN
word2443	2443	409.33	NN
word2444	2444	409.17	NN
word2445	2445	409.0	NN
word2446	2446	408.83	NN
word2447	2447	408.66	NN
word2448	2448	408.5	NN
word2449	2449	408.33	NN
word2450	2450	408.16	NN
word2451	2451	408.0	NN
word2452	2452	407.83	NN
word2453	2453	407.66	NN
word2454	2454	407.5	NN
word2455	2455	407.33	NN
word2456	2456	407.17	NN
word2457	2457	407.0	NN
word2458	2458	406.83	NN
word2459	2459	406.67	NN
word2460	2460	406.5	NN
word2461	2461	406.34	NN
word2462	2462	406.17	NN
word2463	2463	406.01	NN
word2464	2464	405.84	NN
word2465	2465	405.68	NN
word2466	2466	405.52	NN
word2467	2467	405.35	NN
word2468	2468	405.19	NN
word2469	2469	405.02	NN
word2470	2470	404.86	NN
word2471	2471	404.69	NN
word2472	2472	404.53	NN
word2473	2473	404.37	NN
word2474	2474	404.2	NN
word2475	2475	404.04	NN
word2476	2476	403.88	NN
word2477	2477	403.71	NN
word2478	2478	403.55	NN
word2479	2479	403.39	NN
word2480	2480	403.23	NN
word2481	2481	403.06	NN
word2482	2482	402.9	NN
word2483	2483	402.74	NN
word2484	2484	402.58	NN
word2485	2485	402.41	NN
word2486	2486	402.25	NN
word2487	2487	402.09	NN
word2488	2488	401.93	NN
word2489	2489	401.77	NN
word2490	2490	401.61	NN
word2491	2491	401.45	NN
word2492	2492	401.28	NN
word2493	2493	401.12	NN
word2494	2494	400.96	NN
word2495	2495	400.8	NN
word2496	2496	400.64	NN
word2497	2497	400.48	NN
word2498	2498	400.32	NN
word2499	2499	400.16	NN
word2500	2500	400.0	NN
word2501	2501	399.84	NN
word2502	2502	399.68	NN
word2503	2503	399.52	NN
word2504	2504	399.36	NN
word2505	2505	399.2	NN
word2506	2506	399.04	NN
word2507	2507	398.88	NN
word2508	2508	398.72	NN
word2509	2509	398.57	NN
word2510	2510	398.41	NN
word2511	2511	398.25	NN
word2512	2512	398.09	NN
word2513	2513	397.93	NN
word2514	2514	397.77	NN
word2515	2515	397.61	NN
word2516	2516	397.46	NN
word2517	2517	397.3	NN
word2518	2518	397.14	NN
word2519	2519	396.98	NN
word2520	2520	396.83	NN
word2521	2521	396.67	NN
word2522	2522	396.51	NN
word2523	2523	396.35	NN
word2524	2524	396.2	NN
word2525	2525	396.04	NN
word2526	2526	395.88	NN
word2527	2527	395.73	NN
word2528	2528	395.57	NN
word2529	2529	395.41	NN
word2530	2530	395.26	NN
word2531	2531	395.1	NN
word2532	2532	394.94	NN
word2533	2533	394.79	NN
word2534	2534	394.63	NN
word2535	2535	394.48	NN
word2536	2536	394.32	NN
word2537	2537	394.17	NN
word2538	2538	394.01	NN
word2539	2539	393.86	NN
word2540	2540	393.7	NN
word2541	2541	393.55	NN
word2542	2542	393.39	NN
word2543	2543	393.24	NN
word2544	2544	393.08	NN
word2545	2545	392.93	NN
word2546	2546	392.77	NN
word2547	2547	392.62	NN
word2548	2548	392.46	NN
word2549	2549	392.31	NN
word2550	2550	392.16	NN
word2551	2551	392.0	NN
word2552	2552	391.85	NN
word2553	2553	391.7	NN
word2554	2554	391.54	NN
word2555	2555	391.39	NN
word2556	2556	391.24	NN
word2557	2557	391.08	NN
word2558	2558	390.93	NN
word2559	2559	390.78	NN
word2560	2560	390.62	NN
word2561	2561	390.47	NN
word2562	2562	390.32	NN
word2563	2563	390.17	NN
word2564	2564	390.02	NN
word2565	2565	389.86	NN
word2566	2566	389.71	NN
word2567	2567	389.56	NN
word2568	2568	389.41	NN
word2569	2569	389.26	NN
word2570	2570	389.11	NN
word2571	2571	388.95	NN
word2572	2572	388.8	NN
word2573	2573	388.65	NN
word2574	2574	388.5	NN
word2575	2575	388.35	NN
word2576	2576	388.2	NN
word2577	2577	388.05	NN
word2578	2578	387.9	NN
word2579	2579	387.75	NN
word2580	2580	387.6	NN
word2581	2581	387.45	NN
word2582	2582	387.3	NN
word2583	2583	387.15	NN
word2584	2584	387.0	NN
word2585	2585	386.85	NN
word2586	2586	386.7	NN
word2587	2587	386.55	NN
word2588	2588	386.4	NN
word2589	2589	386.25	NN
word2590	2590	386.1	NN
word2591	2591	385.95	NN
word2592	2592	385.8	NN
word2593	2593	385.65	NN
word2594	2594	385.51	NN
word2595	2595	385.36	NN
word2596	2596	385.21	NN
word2597	2597	385.06	NN
word2598	2598	384.91	NN
word2599	2599	384.76	NN
word2600	2600	384.62	NN
word2601	2601	384.47	NN
word2602	2602	384.32	NN
word2603	2603	384.17	NN
word2604	2604	384.02	NN
word2605	2605	383.88	NN
word2606	2606	383.73	NN
word2607	2607	383.58	NN
word2608	2608	383.44	NN
word2609	2609	383.29	NN
word2610	2610	383.14	NN
word2611	2611	383.0	NN
word2612	2612	382.85	NN
word2613	2613	382.7	NN
word2614	2614	382.56	NN
word2615	2615	382.41	NN
word2616	2616	382.26	NN
word2617	2617	382.12	NN
word2618	2618	381.97	NN
word2619	2619	381.83	NN
word2620	2620	381.68	NN
word2621	2621	381.53	NN
word2622	2622	381.39	NN
word2623	2623	381.24	NN
word2624	2624	381.1	NN
word2625	2625	380.95	NN
word2626	2626	380.81	NN
word2627	2627	380.66	NN
word2628	2628	380.52	NN
word2629	2629	380.37	NN
word2630	2630	380.23	NN
word2631	2631	380.08	NN
word2632	2632	379.94	NN
word2633	2633	379.79	NN
word2634	2634	379.65	NN
word2635	2635	379.51	NN
word2636	2636	379.36	NN
word2637	2637	379.22	NN
word2638	2638	379.08	NN
word2639	2639	378.93	NN
word2640	2640	378.79	NN
word2641	2641	378.64	NN
word2642	2642	378.5	NN
word2643	2643	378.36	NN
word2644	2644	378.21	NN
word2645	2645	378.07	NN
word2646	2646	377.93	NN
word2647	2647	377.79	NN
word2648	2648	377.64	NN
word2649	2649	377.5	NN
word2650	2650	377.36	NN
word2651	2651	377.22	NN
word2652	2652	377.07	NN
word2653	2653	376.93	NN
word2654	2654	376.79	NN
word2655	2655	376.65	NN
word2656	2656	376.51	NN
word2657	2657	376.36	NN
word2658	2658	376.22	NN
word2659	2659	376.08	NN
word2660	2660	375.94	NN
word2661	2661	375.8	NN
word2662	2662	375.66	NN
word2663	2663	375.52	NN
word2664	2664	375.38	NN
word2665	2665	375.23	NN
word2666	2666	375.09	NN
word2667	2667	374.95	NN
word2668	2668	374.81	NN
word2669	2669	374.67	NN
word2670	2670	374.53	NN
word2671	2671	374.39	NN
word2672	2672	374.25	NN
word2673	2673	374.11	NN
word2674	2674	373.97	NN
word2675	2675	373.83	NN
word2676	2676	373.69	NN
word2677	2677	373.55	NN
word2678	2678	373.41	NN
word2679	2679	373.27	NN
word2680	2680	373.13	NN
word2681	2681	373.0	NN
word2682	2682	372.86	NN
word2683	2683	372.72	NN
word2684	2684	372.58	NN
word2685	2685	372.44	NN
word2686	2686	372.3	NN
word2687	2687	372.16	NN
word2688	2688	372.02	NN
word2689	2689	371.89	NN
word2690	2690	371.75	NN
word2691	2691	371.61	NN
word2692	2692	371.47	NN
word2693	2693	371.33	NN
word2694	2694	371.2	NN
word2695	2695	371.06	NN
word2696	2696	370.92	NN
word2697	2697	370.78	NN
word2698	2698	370.64	NN
word2699	2699	370.51	NN
word2700	2700	370.37	NN
word2701	2701	370.23	NN
word2702	2702	370.1	NN
word2703	2703	369.96	NN
word2704	2704	369.82	NN
word2705	2705	369.69	NN
word2706	2706	369.55	NN
word2707	2707	369.41	NN
word2708	2708	369.28	NN
word2709	2709	369.14	NN
word2710	2710	369.0	NN
word2711	2711	368.87	NN
word2712	2712	368.73	NN
word2713	2713	368.6	NN
word2714	2714	368.46	NN
word2715	2715	368.32	NN
word2716	2716	368.19	NN
word2717	2717	368.05	NN
word2718	2718	367.92	NN
word2719	2719	367.78	NN
word2720	2720	367.65	NN
word2721	2721	367.51	NN
word2722	2722	367.38	NN
word2723	2723	367.24	NN
word2724	2724	367.11	NN
word2725	2725	366.97	NN
word2726	2726	366.84	NN
word2727	2727	366.7	NN
word2728	2728	366.57	NN
word2729	2729	366.43	NN
word2730	2730	366.3	NN
word2731	2731	366.17	NN
word2732	2732	366.03	NN
word2733	2733	365.9	NN
word2734	2734	365.76	NN
word2735	2735	365.63	NN
word2736	2736	365.5	NN
word2737	2737	365.36	NN
word2738	2738	365.23	NN
word2739	2739	365.1	NN
word2740	2740	364.96	NN
word2741	2741	364.83	NN
word2742	2742	364.7	NN
word2743	2743	364.56	NN
word2744	2744	364.43	NN
word2745	2745	364.3	NN
word2746	2746	364.17	NN
word2747	2747	364.03	NN
word2748	2748	363.9	NN
word2749	2749	363.77	NN
word2750	2750	363.64	NN
word2751	2751	363.5	NN
word2752	2752	363.37	NN
word2753	2753	363.24	NN
word2754	2754	363.11	NN
word2755	2755	362.98	NN
word2756	2756	362.84	NN
word2757	2757	362.71	NN
word2758	2758	362.58	NN
word2759	2759	362.45	NN
word2760	2760	362.32	NN
word2761	2761	362.19	NN
word2762	2762	362.06	NN
word2763	2763	361.93	NN
word2764	2764	361.79	NN
word2765	2765	361.66	NN
word2766	2766	361.53	NN
word2767	2767	361.4	NN
word2768	2768	361.27	NN
word2769	2769	361.14	NN
word2770	2770	361.01	NN
word2771	2771	360.88	NN
word2772	2772	360.75	NN
word2773	2773	360.62	NN
word2774	2774	360.49	NN
word2775	2775	360.36	NN
word2776	2776	360.23	NN
word2777	2777	360.1	NN
word2778	2778	359.97	NN
word2779	2779	359.84	NN
word2780	2780	359.71	NN
word2781	2781	359.58	NN
word2782	2782	359.45	NN
word2783	2783	359.32	NN
word2784	2784	359.2	NN
word2785	2785	359.07	NN
word2786	2786	358.94	NN
word2787	2787	358.81	NN
word2788	2788	358.68	NN
word2789	2789	358.55	NN
word2790	2790	358.42	NN
word2791	2791	358.29	NN
word2792	2792	358.17	NN
word2793	2793	358.04	NN
word2794	2794	357.91	NN
word2795	2795	357.78	NN
word2796	2796	357.65	NN
word2797	2797	357.53	NN
word2798	2798	357.4	NN
word2799	2799	357.27	NN
word2800	2800	357.14	NN
word2801	2801	357.02	NN
word2802	2802	356.89	NN
word2803	2803	356.76	NN
word2804	2804	356.63	NN
word2805	2805	356.51	NN
word2806	2806	356.38	NN
word2807	2807	356.25	NN
word2808	2808	356.13	NN
word2809	2809	356.0	NN
word2810	2810	355.87	NN
word2811	2811	355.75	NN
word2812	2812	355.62	NN
word2813	2813	355.49	NN
word2814	2814	355.37	NN
word2815	2815	355.24	NN
word2816	2816	355.11	NN
word2817	2817	354.99	NN
word2818	2818	354.86	NN
word2819	2819	354.74	NN
word2820	2820	354.61	NN
word2821	2821	354.48	NN
word2822	2822	354.36	NN
word2823	2823	354.23	NN
word2824	2824	354.11	NN
word2825	2825	353.98	NN
word2826	2826	353.86	NN
word2827	2827	353.73	NN
word2828	2828	353.61	NN
word2829	2829	353.48	NN
word2830	2830	353.36	NN
word2831	2831	353.23	NN
word2832	2832	353.11	NN
word2833	2833	352.98	NN
word2834	2834	352.86	NN
word2835	2835	352.73	NN
word2836	2836	352.61	NN
word2837	2837	352.49	NN
word2838	2838	352.36	NN
word2839	2839	352.24	NN
word2840	2840	352.11	NN
word2841	2841	351.99	NN
word2842	2842	351.86	NN
word2843	2843	351.74	NN
word2844	2844	351.62	NN
word2845	2845	351.49	NN
word2846	2846	351.37	NN
word2847	2847	351.25	NN
word2848	2848	351.12	NN
word2849	2849	351.0	NN
word2850	2850	350.88	NN
word2851	2851	350.75	NN
word2852	2852	350.63	NN
word2853	2853	350.51	NN
word2854	2854	350.39	NN
word2855	2855	350.26	NN
word2856	2856	350.14	NN
word2857	2857	350.02	NN
word2858	2858	349.9	NN
word2859	2859	349.77	NN
word2860	2860	349.65	NN
word2861	2861	349.53	NN
word2862	2862	349.41	NN
word2863	2863	349.28	NN
word2864	2864	349.16	NN
word2865	2865	349.04	NN
word2866	2866	348.92	NN
word2867	2867	348.8	NN
word2868	2868	348.68	NN
word2869	2869	348.55	NN
word2870	2870	348.43	NN
word2871	2871	348.31	NN
word2872	2872	348.19	NN
word2873	2873	348.07	NN
word2874	2874	347.95	NN
word2875	2875	347.83	NN
word2876	2876	347.71	NN
word2877	2877	347.58	NN
word2878	2878	347.46	NN
word2879	2879	347.34	NN
word2880	2880	347.22	NN
word2881	2881	347.1	NN
word2882	2882	346.98	NN
word2883	2883	346.86	NN
word2884	2884	346.74	NN
word2885	2885	346.62	NN
word2886	2886	346.5	NN
word2887	2887	346.38	NN
word2888	2888	346.26	NN
word2889	2889	346.14	NN
word2890	2890	346.02	NN
word2891	2891	345.9	NN
word2892	2892	345.78	NN
word2893	2893	345.66	NN
word2894	2894	345.54	NN
word2895	2895	345.42	NN
word2896	2896	345.3	NN
word2897	2897	345.18	NN
word2898	2898	345.07	NN
word2899	2899	344.95	NN
word2900	2900	344.83	NN
word2901	2901	344.71	NN
word2902	2902	344.59	NN
word2903	2903	344.47	NN
word2904	2904	344.35	NN
word2905	2905	344.23	NN
word2906	2906	344.12	NN
word2907	2907	344.0	NN
word2908	2908	343.88	NN
word2909	2909	343.76	NN
word2910	2910	343.64	NN
word2911	2911	343.52	NN
word2912	2912	343.41	NN
word2913	2913	343.29	NN
word2914	2914	343.17	NN
word2915	2915	343.05	NN
word2916	2916	342.94	NN
word2917	2917	342.82	NN
word2918	2918	342.7	NN
word2919	2919	342.58	NN
word2920	2920	342.47	NN
word2921	2921	342.35	NN
word2922	2922	342.23	NN
word2923	2923	342.11	NN
word2924	2924	342.0	NN
word2925	2925	341.88	NN
word2926	2926	341.76	NN
word2927	2927	341.65	NN
word2928	2928	341.53	NN
word2929	2929	341.41	NN
word2930	2930	341.3	NN
word2931	2931	341.18	NN
word2932	2932	341.06	NN
word2933	2933	340.95	NN
word2934	2934	340.83	NN
word2935	2935	340.72	NN
word2936	2936	340.6	NN
word2937	2937	340.48	NN
word2938	2938	340.37	NN
word2939	2939	340.25	NN
word2940	2940	340.14	NN
word2941	2941	340.02	NN
word2942	2942	339.9	NN
word2943	2943	339.79	NN
word2944	2944	339.67	NN
word2945	2945	339.56	NN
word2946	2946	339.44	NN
word2947	2947	339.33	NN
word2948	2948	339.21	NN
word2949	2949	339.1	NN
word2950	2950	338.98	NN
word2951	2951	338.87	NN
word2952	2952	338.75	NN
word2953	2953	338.64	NN
word2954	2954	338.52	NN
word2955	2955	338.41	NN
word2956	2956	338.29	NN
word2957	2957	338.18	NN
word2958	2958	338.07	NN
word2959	2959	337.95	NN
word2960	2960	337.84	NN
word2961	2961	337.72	NN
word2962	2962	337.61	NN
word2963	2963	337.5	NN
word2964	2964	337.38	NN
word2965	2965	337.27	NN
word2966	2966	337.15	NN
word2967	2967	337.04	NN
word2968	2968	336.93	NN
word2969	2969	336.81	NN
word2970	2970	336.7	NN
word2971	2971	336.59	NN
word2972	2972	336.47	NN
word2973	2973	336.36	NN
word2974	2974	336.25	NN
word2975	2975	336.13	NN
word2976	2976	336.02	NN
word2977	2977	335.91	NN
word2978	2978	335.8	NN
word2979	2979	335.68	NN
word2980	2980	335.57	NN
word2981	2981	335.46	NN
word2982	2982	335.35	NN
word2983	2983	335.23	NN
word2984	2984	335.12	NN
word2985	2985	335.01	NN
word2986	2986	334.9	NN
word2987	2987	334.78	NN
word2988	2988	334.67	NN
word2989	2989	334.56	NN
word2990	2990	334.45	NN
word2991	2991	334.34	NN
word2992	2992	334.22	NN
word2993	2993	334.11	NN
word2994	2994	334.0	NN
word2995	2995	333.89	NN
word2996	2996	333.78	NN
word2997	2997	333.67	NN
word2998	2998	333.56	NN
word2999	2999	333.44	NN
word3000	3000	333.33	NN
word3001	3001	333.22	NN
word3002	3002	333.11	NN
word3003	3003	333.0	NN
word3004	3004	332.89	NN
word3005	3005	332.78	NN
word3006	3006	332.67	NN
word3007	3007	332.56	NN
word3008	3008	332.45	NN
word3009	3009	332.34	NN
word3010	3010	332.23	NN
word3011	3011	332.12	NN
word3012	3012	332.01	NN
word3013	3013	331.9	NN
word3014	3014	331.79	NN
word3015	3015	331.67	NN
word3016	3016	331.56	NN
word3017	3017	331.46	NN
word3018	3018	331.35	NN
word3019	3019	331.24	NN
word3020	3020	331.13	NN
word3021	3021	331.02	NN
word3022	3022	330.91	NN
word3023	3023	330.8	NN
word3024	3024	330.69	NN
word3025	3025	330.58	NN
word3026	3026	330.47	NN
word3027	3027	330.36	NN
word3028	3028	330.25	NN
word3029	3029	330.14	NN
word3030	3030	330.03	NN
word3031	3031	329.92	NN
word3032	3032	329.82	NN
word3033	3033	329.71	NN
word3034	3034	329.6	NN
word3035	3035	329.49	NN
word3036	3036	329.38	NN
word3037	3037	329.27	NN
word3038	3038	329.16	NN
word3039	3039	329.06	NN
word3040	3040	328.95	NN
word3041	3041	328.84	NN
word3042	3042	328.73	NN
word3043	3043	328.62	NN
word3044	3044	328.52	NN
word3045	3045	328.41	NN
word3046	3046	328.3	NN
word3047	3047	328.19	NN
word3048	3048	328.08	NN
word3049	3049	327.98	NN
word3050	3050	327.87	NN
word3051	3051	327.76	NN
word3052	3052	327.65	NN
word3053	3053	327.55	NN
word3054	3054	327.44	NN
word3055	3055	327.33	NN
word3056	3056	327.23	NN
word3057	3057	327.12	NN
word3058	3058	327.01	NN
word3059	3059	326.9	NN
word3060	3060	326.8	NN
word3061	3061	326.69	NN
word3062	3062	326.58	NN
word3063	3063	326.48	NN
word3064	3064	326.37	NN
word3065	3065	326.26	NN
word3066	3066	326.16	NN
word3067	3067	326.05	NN
word3068	3068	325.95	NN
word3069	3069	325.84	NN
word3070	3070	325.73	NN
word3071	3071	325.63	NN
word3072	3072	325.52	NN
word3073	3073	325.41	NN
word3074	3074	325.31	NN
word3075	3075	325.2	NN
word3076	3076	325.1	NN
word3077	3077	324.99	NN
word3078	3078	324.89	NN
word3079	3079	324.78	NN
word3080	3080	324.68	NN
